,datetime,Maesang (Cakalang),Deho (Tongkol),Malalugis (Layang),Tude (Selar),B. Tuna (Panitang),sst_dailymean (C),chlorofil_dailymean (mg/m^3),eastward_seawater_dailymean (m/s),northward_seawater_dailymean (m/s),eastward_wind_dailymean (m/s),northward_wind_dailymean (m/s),season,wind_magnitude_dailymean (m/s),wind_direction,seawater_magnitude_dailymean (m/s),seawater_direction
955,9/5/2020,41650,9050,19300,640,11581,29.74857214,0.121959328,0.10725076,0.222741519,-0.409316478,0.713722627,Peralihan 2,0.8227636157816567,North West,0.24721753539545888,North East
956,9/6/2020,15005,3470,11975,50,5770,29.88785221,0.120488707,0.119719753,0.154423655,-0.988555259,1.437301395,Peralihan 2,1.7444416872356332,North West,0.19539571254748664,North East
957,9/7/2020,19399,4280,22270,390,6508,29.77570893,0.094134924,0.160134978,0.105332454,-2.337741093,1.138011185,Peralihan 2,2.6000197835951058,North West,0.1916719516380073,North East
958,9/8/2020,3560,770,1450,100,680,29.83142521,0.116692323,0.108297112,0.091904312,-1.152341612,0.836564975,Peralihan 2,1.4239846024952338,North West,0.1420375550047729,North East
959,9/9/2020,12010,8100,7040,110,5020,29.90499879,0.10942847,0.095261348,0.103501345,-0.613950634,0.371796077,Peralihan 2,0.7177518400266153,North West,0.14066717043996488,North East
960,9/10/2020,14690,14500,10710,750,7875,30.10713843,0.110746813,0.077865797,0.117975838,-2.833494183,0.480597011,Peralihan 2,2.8739629037405776,West,0.14135551172220862,North East
961,9/11/2020,27250,6650,18450,1250,7390,30.03070721,0.110082603,0.04691131,0.185683332,-1.61563968,2.648988614,Peralihan 2,3.1028103797512574,North West,0.19151754694684853,
962,9/12/2020,19550,4350,22670,490,4400,30.12642764,0.112231507,0.107643144,0.186991265,1.081244071,-0.569519287,Peralihan 2,1.2220642206273946,South East,0.21576093167324098,North East
963,9/13/2020,31000,4050,4310,820,5795,29.97571457,0.112309847,0.148189165,0.143088213,-0.267848763,3.887518814,Peralihan 2,3.896735234660497,,0.20599578957573525,North East
964,9/14/2020,17950,6380,11780,680,6690,29.93999807,0.109176117,0.2498594,0.19680079,0.813768978,2.317303379,Peralihan 2,2.456036420715292,,0.31805702431008204,North East
965,9/15/2020,12470,880,5130,150,2270,29.93713807,0.107304384,0.272835476,0.114270018,2.599400693,1.939289535,Peralihan 2,3.2431046642576,North East,0.29579863755241825,North East
966,9/16/2020,11670,2380,7990,540,2720,29.95714243,0.107565753,0.238087972,0.078388971,-4.438833086,0.841955177,Peralihan 2,4.517978274122772,West,0.25066055370861934,East
967,9/17/2020,14310,4860,8580,470,4140,30.17000029,0.108729241,0.135240593,0.095566533,-2.526147771,2.107247793,Peralihan 2,3.289668041312321,North West,0.1655988533312708,North East
968,9/18/2020,12480,2770,16480,70,3110,30.07571421,0.102280302,0.049483584,0.161006937,-6.052285607,0.187370806,Peralihan 2,6.055185289290531,West,0.16843948126139258,
969,9/19/2020,31480,8900,19502,270,8440,29.97928286,0.114754666,-0.039935648,0.200201424,-3.087182907,0.503936525,Peralihan 2,3.1280425704427435,West,0.20414569834509783,
970,9/20/2020,24632,6560,10900,480,6910,30.06999857,0.110001265,0.026376712,0.271701932,0.237064264,1.522008121,Peralihan 2,1.540359758516111,,0.27297924973972576,
971,9/21/2020,27310,2810,5840,280,5690,30.07785479,0.106714456,0.21803295,0.253042042,1.386660896,0.407020941,Peralihan 2,1.445162443086606,East,0.33401892507047004,North East
972,9/22/2020,14250,4890,5040,720,4470,30.42928629,0.106062392,0.220866816,0.167982598,-1.285649111,1.345102224,Peralihan 2,1.8606970816403288,North West,0.27748928563245007,North East
973,9/23/2020,22210,9720,12980,230,7050,30.30071586,0.099126668,0.120722504,0.103065365,-1.295064775,0.913752457,Peralihan 2,1.5849720262892142,North West,0.15873371549426177,North East
974,9/24/2020,14060,2610,5340,450,2720,30.13785236,0.088886778,0.213803957,0.07865056,1.297386279,0.564656988,Peralihan 2,1.4149376915732712,North East,0.2278114189788814,East
975,9/25/2020,28126,9340,23870,990,5990,30.17214321,0.08378459,0.176309788,0.101801027,-0.034060886,0.72603919,Peralihan 2,0.7268377049733736,,0.20358926897766413,North East
976,9/26/2020,28030,9660,39360,480,10450,30.29713879,0.095349834,0.056982418,0.098661981,-2.814569836,1.910425057,Peralihan 2,3.4016947629284022,North West,0.11393499223667453,North East
977,9/27/2020,12760,4930,16880,0,5430,30.25357271,0.087092104,-0.017831531,0.13057562,-3.656447979,1.224631522,Peralihan 2,3.8560775650665047,West,0.13178754127833314,
978,9/28/2020,13800,5280,7640,0,5480,30.25142571,0.097939681,0.017569941,0.147273606,2.566992186,1.087693824,Peralihan 2,2.787925167172318,North East,0.14831796199714556,
979,9/29/2020,12231,1766,1622,552,4923,30.11999936,0.097003442,0.217596972,0.072634052,3.808560264,-0.990196462,Peralihan 2,3.935177291797292,East,0.22939953734370844,East
980,9/30/2020,6420,7675,16745,150,2650,30.0221405,0.102863444,0.265816219,0.041069194,0.24601497,3.227598271,Peralihan 2,3.2369606059429104,,0.2689701488627792,East
981,10/1/2020,8230,4040,7440,370,2245,30.07999964,0.116343732,0.242186176,0.026681899,-0.303744603,0.466986785,Peralihan 2,0.5570793850217972,North West,0.24365152899119918,East
982,10/2/2020,37790,10920,21680,900,10460,30.18785514,0.089707036,0.192528198,-0.107773933,0.170085064,-0.188325249,Peralihan 2,0.2537623463140189,South East,0.22064072076435867,South East
983,10/3/2020,15150,5150,22290,290,4800,30.14428057,0.0892006,0.18407021,-0.066181567,2.555135357,-0.139624902,Peralihan 2,2.55894740193112,East,0.1956063445290556,East
984,10/4/2020,19880,3760,15800,520,3460,30.11785679,0.091469417,0.285653248,-0.035837451,2.757677186,1.99095445,Peralihan 2,3.4012766844465445,North East,0.2878925163791635,East
985,10/5/2020,9100,3170,3430,230,2460,29.99071171,0.103870576,0.305141496,-0.070105375,1.288923797,2.385138914,Peralihan 2,2.71112747644776,North East,0.3130911946781778,East
986,10/6/2020,5460,3090,3760,0,1500,30.08786014,0.095598607,0.307539383,-0.11549076,-0.23653291,1.764243199,Peralihan 2,1.7800286185145513,,0.32850964634451496,East
987,10/7/2020,12410,8050,6490,125,6770,30.097859,0.095277845,0.23407697,-0.114618803,1.496696496,1.541197243,Peralihan 2,2.1483457224035147,North East,0.26063287951740416,South East
988,10/8/2020,6430,3860,7260,0,1770,29.87357221,0.101342286,0.171470425,-0.120242929,-1.994987064,0.313285591,Peralihan 2,2.0194358734695093,West,0.20942891066941943,South East
989,10/9/2020,48860,14805,30860,750,15630,29.80285636,0.100758466,0.120330119,-0.08784971,-1.151458201,0.960215889,Peralihan 2,1.49929001268541,North West,0.1489862714669988,South East
990,10/10/2020,14980,12720,15395,410,6395,30.23357071,0.086115938,0.176745772,-0.000479577,3.491937579,2.012434364,Peralihan 2,4.030325064438409,North East,0.1767464226341651,East
991,10/11/2020,28107,9185,17855,1960,8430,30.21570914,0.090604909,0.370581896,-0.026551103,-0.650078965,-0.656382145,Peralihan 2,0.9238182618947692,South West,0.37153183270545126,East
992,10/12/2020,12000,6110,9770,2260,5920,30.151428,0.086328359,0.37716518,-0.055979666,0.068883929,0.395836321,Peralihan 2,0.4017852519658879,,0.38129686073963936,East
993,10/13/2020,9570,3710,4820,0,3360,30.14571064,0.085347813,0.336270371,-0.107817535,-0.630271147,1.620702536,Peralihan 2,1.7389417554758777,,0.3531322461429342,East
994,10/14/2020,13320,5740,3942,460,4960,30.00571129,0.082609351,0.291146579,-0.138118056,0.302323078,-2.214281014,Peralihan 2,2.234824300130161,South,0.3222466878908492,South East
995,10/15/2020,11410,5090,9710,420,4330,29.89071214,0.117255005,0.274666589,-0.121768855,2.013350071,0.233187402,Peralihan 2,2.0268090370943224,East,0.3004486464620967,South East
996,10/16/2020,24310,10190,12550,1530,10765,30.0514265,0.122518605,0.450060817,-0.084100293,3.503259714,-1.799047944,Peralihan 2,3.938197827502573,South East,0.4578510656112895,East
997,10/17/2020,31650,15150,34480,1355,11245,30.01071593,0.122518448,0.485723876,-0.114618802,5.424709686,1.529608334,Peralihan 2,5.636237826141164,East,0.49906427791255364,East
998,10/18/2020,20185,5670,13260,830,6548,29.89999821,0.122430084,0.497320908,-0.135240595,6.157226564,2.097195096,Peralihan 2,6.504588090810493,East,0.5153815131239172,East
999,10/19/2020,7740,1900,4870,80,4270,29.83214029,0.095276701,0.477309491,-0.056415648,7.749546307,1.665360229,Peralihan 2,7.926467855020436,East,0.4806319543454627,East
1000,10/20/2020,6240,2400,2340,900,3220,29.74785714,0.09574038,0.415008127,-0.010289098,-0.856224255,0.695692451,Peralihan 2,1.1032261605077591,North West,0.41513565374911093,East
1001,10/21/2020,6525,2915,3547,50,3990,29.81142757,0.098400094,0.234687336,0.016915976,-1.002783447,1.714734377,Peralihan 2,1.9864260935767983,North West,0.23529618765039412,East
1002,10/22/2020,3630,640,2250,150,1500,29.78571436,0.100458705,0.150761435,0.084928655,-2.435338721,1.073867988,Peralihan 2,2.661591092120103,North West,0.17303724085689834,North East
1003,10/23/2020,8650,3120,3400,450,3880,29.74642943,0.097494946,0.126913403,0.181672325,-0.016810422,1.086939224,Peralihan 2,1.0870692098286752,,0.22161192551833944,North East
1004,10/24/2020,31079,8790,21670,1440,11800,29.61285614,0.10359661,0.284258115,0.160658154,3.533599,-1.330209489,Peralihan 2,3.775682610790616,East,0.32651756214641947,North East
1005,10/25/2020,25950,12130,14130,910,10280,29.9478585,0.09657322,0.305664675,0.16514874,-0.492174491,-0.385686976,Peralihan 2,0.6252920701937085,South West,0.3474262509748554,North East
1006,10/26/2020,34190,11380,17030,1080,13935,29.88142179,0.100692547,0.266688172,0.173388733,-2.005960379,0.209874846,Peralihan 2,2.0169096393000223,West,0.31809783686162796,North East
1007,10/27/2020,3628,2250,14880,100,2850,29.87071214,0.110426724,0.141649484,0.246851145,-0.528349305,0.569723763,Peralihan 2,0.7770058907246864,North West,0.2846051020366242,North East
1008,10/28/2020,7630,4010,8830,600,3440,30.01356729,0.122903436,0.103021767,0.289271871,-4.639887007,-1.987704502,Peralihan 2,5.047724301603494,South West,0.3070695358182621,
1009,10/29/2020,2460,1350,4300,290,2970,30.04928807,0.104327315,0.087413733,0.315779377,3.370091686,0.638233044,Peralihan 2,3.42999408024268,East,0.3276549643382554,
1010,10/30/2020,11310,5850,13200,1320,5480,29.83856857,0.10530481,0.299996946,0.334526461,5.278359829,2.4538907,Peralihan 2,5.820881552818903,North East,0.44933964961764883,North East
1011,10/31/2020,28390,12400,14740,1320,15840,29.87285293,0.113826734,0.44029489,0.359987618,5.480948171,4.190797657,Peralihan 2,6.899534611486845,North East,0.5687272415432779,North East
1012,11/1/2020,10330,4430,16430,415,5590,29.83071029,0.130005278,0.491260805,0.359115661,0.510095783,1.049423507,Peralihan 2,1.1668279242795667,North East,0.6085238175328185,North East
1013,11/2/2020,10680,4040,4740,360,5600,30.20142686,0.106604332,0.321316305,0.310678425,-3.222722214,-0.867731414,Peralihan 2,3.3374985056852835,West,0.4469510617722411,North East
1014,11/3/2020,3720,1870,1820,50,1860,29.90713707,0.109096908,0.253739606,0.365350158,-1.887136771,0.710407638,Peralihan 2,2.0164236173455827,West,0.4448196551453861,North East
1015,11/4/2020,2660,2680,2000,110,1820,29.79785364,0.135385027,0.175830211,0.35296836,-1.534292825,0.605218133,Peralihan 2,1.6493463739792458,West,0.3943385934211793,North East
1016,11/5/2020,10060,7510,5505,270,5780,29.97571679,0.125141852,0.100972669,0.318787635,0.49435649,-1.684398679,Peralihan 2,1.7554450287667984,South,0.3343965252718347,
1017,11/6/2020,14840,5630,5010,180,6000,29.958568,0.106594534,0.234556545,0.231243103,4.330421486,-0.439777496,Peralihan 2,4.352695083784123,East,0.3293784229232474,North East
1018,11/7/2020,24610,10910,14260,1370,9890,29.79499814,0.103957606,0.408991624,0.207177078,5.186644107,0.486607059,Peralihan 2,5.209420651334125,East,0.4584719077007614,North East
1019,11/8/2020,21110,7430,17090,590,8310,29.78214379,0.155097174,0.473690864,0.220605223,0.319689752,1.717025111,Peralihan 2,1.7465327850740118,,0.5225415763859812,North East
1020,11/9/2020,16840,7340,8680,190,7070,29.57142636,0.157132398,0.430180188,0.114531608,-1.875024296,-0.086747155,Peralihan 2,1.877029882418202,West,0.4451656808187049,East
1021,11/10/2020,7170,1420,7500,180,1250,29.64357414,0.157510642,0.275974521,0.018703487,-2.819149807,-0.919962315,Peralihan 2,2.965457181503098,West,0.27660758606216607,East
1022,11/11/2020,24130,7760,6576,1206,7554,29.96785829,0.149141806,0.105855631,0.008457988,-2.788066486,0.781800682,Peralihan 2,2.8956047790974604,West,0.10619299494512953,East
1023,11/12/2020,20770,6520,8945,380,6485,29.99785293,0.149089925,0.041897553,0.047739666,-4.316963893,0.261971012,Peralihan 2,4.324905324350351,West,0.06351756180127953,North East
1024,11/13/2020,27176,6060,6680,740,7470,29.90714143,0.132848379,0.042943903,0.021014173,-3.233997779,-2.716673471,Peralihan 2,4.22363071096564,South West,0.04780977171820985,North East
1025,11/14/2020,48017,13410,17660,730,15230,29.77000207,0.124908973,-0.02005502,-0.040720409,-3.692553093,-0.2590984,Peralihan 2,3.701632116446261,West,0.045391139403276506,South West
1026,11/15/2020,34461,8255,13975,490,9980,29.7985665,0.124657648,-0.106945578,-0.024632797,-3.127495957,-1.349182954,Peralihan 2,3.406101232261823,South West,0.1097457577394101,West
1027,11/16/2020,20420,6850,9590,400,11070,29.66928314,0.121564018,-0.115577953,-0.000959155,-3.571637157,-1.094146239,Peralihan 2,3.7354715865042913,West,0.11558193283547491,West
1028,11/17/2020,4480,1520,3540,0,2000,29.77142971,0.131045455,-0.144875723,-0.035706657,-3.946869507,-0.856870176,Peralihan 2,4.038812375414918,West,0.1492110601426328,West
1029,11/18/2020,9775,1670,3070,140,2740,29.631426,0.124290902,-0.170729262,-0.069277017,-5.363801736,-0.175092348,Peralihan 2,5.366658773710582,West,0.18424924962529138,West
1030,11/19/2020,19375,6860,7420,760,7690,29.67714143,0.125086436,-0.156429162,-0.028600204,-2.319119007,-1.500916679,Peralihan 2,2.762438025717329,South West,0.15902218207804802,West
1031,11/20/2020,37726,9060,11210,550,13760,29.78571421,0.129672661,-0.068274265,-0.060383049,-0.874451153,-2.170162336,Peralihan 2,2.3397156629761677,South,0.09114542154067107,South West
1032,11/21/2020,49030,9740,18700,910,9385,29.814281,0.110664436,-0.052491836,-0.123033192,-1.371366679,-2.14380431,Peralihan 2,2.5449053986044485,South West,0.13376307106357777,South West
1033,11/22/2020,16240,4583,9380,695,6236,29.66642764,0.109879093,-0.040066443,-0.123294777,-1.14718045,-1.769914021,Peralihan 2,2.1091748686618166,South West,0.12964151298928897,South
1034,11/23/2020,19490,3900,7830,420,3490,29.61571186,0.107603387,-0.025112374,-0.066181566,0.633964304,-2.026621679,Peralihan 2,2.1234656033331416,South,0.07078581076831876,South
1035,11/24/2020,17530,6040,5590,180,8820,29.73500057,0.105777869,0.039892051,-0.012207404,2.298470871,-0.969525098,Peralihan 2,2.494583584586295,South East,0.04171805898415957,East
1036,11/25/2020,7790,1975,2240,525,3105,29.62999829,0.104624653,0.118368219,0.002615872,1.753012295,-1.474100536,Peralihan 2,2.290420157232435,South East,0.11839712013200467,East
1037,11/26/2020,12875,3915,4420,400,3740,29.56857071,0.111782675,0.123948745,-0.032000836,1.215620938,-2.608681014,Peralihan 2,2.878011622232973,South East,0.12801306531668524,East
1038,11/27/2020,29940,7970,10160,1110,7930,29.61785671,0.111124508,0.060775431,-0.026245917,1.521688732,-2.692875779,Peralihan 2,3.0930755823646834,South East,0.06620046202562826,South East
1039,11/28/2020,17220,6200,4120,860,5510,29.63071336,0.1064891,0.096046107,0.069059028,3.410451264,-1.652407936,Peralihan 2,3.78967410354439,South East,0.11829625530066551,North East
1040,11/29/2020,16200,3820,3190,240,3000,29.62856829,0.103109732,0.173693919,0.067925484,3.340519436,-0.33256666,Peralihan 2,3.357033018252474,East,0.186503214112285,East
1041,11/30/2020,21760,2890,7760,520,5070,29.53785264,0.101615134,0.253608809,0.147142813,6.59192875,0.894805959,Peralihan 2,6.652383208244882,East,0.2932037438709667,North East
1042,12/1/2020,13500,4760,3120,0,6010,29.49499736,0.11300164,0.364173017,0.14770959,4.880483343,3.304435343,Barat,5.893929979001106,North East,0.39298868849987323,East
1043,12/2/2020,810,720,2080,120,960,29.63857157,0.107247704,0.38562317,0.073157227,6.18742645,-1.145999814,Barat,6.292659346242068,East,0.39250122178558683,East
1044,12/3/2020,2000,0,470,125,200,29.76999986,0.108513853,0.263069553,0.027902644,3.349144686,0.054826101,Barat,3.3495934125073896,East,0.26454517054335075,East
1045,12/4/2020,2090,2960,2200,240,1030,29.81642814,0.105471233,0.188778782,0.190740691,3.0321966,-2.054273329,Barat,3.662547628535676,South East,0.2683643786655766,North East
1046,12/5/2020,3643,2780,4088,150,843,29.83714071,0.0893501,0.179230847,0.250818552,1.759847364,-2.660022564,Barat,3.1894800180541787,South East,0.3082752707300962,North East
1047,12/6/2020,21440,4890,5590,290,6910,29.80999964,0.097350749,0.241532201,0.345861905,1.745200757,-0.068636136,Barat,1.7465499138010296,East,0.42185099436902296,North East
1048,12/7/2020,32530,8930,9670,540,11505,29.83571293,0.111996045,0.224616227,0.395650675,-2.918049329,-1.123361019,Barat,3.126811773274188,West,0.4549636315791309,North East
1049,12/8/2020,27440,9990,14960,390,9450,30.05500136,0.087889881,0.131796362,0.453810234,-3.766646379,0.241326589,Barat,3.774369280686799,West,0.47256111723201455,
1050,12/9/2020,15270,5140,5010,300,4780,30.237854,0.107270838,0.115883139,0.492350749,-4.484842036,-1.206962826,Barat,4.644412487195612,West,0.5058044700725314,
1051,12/10/2020,2200,1250,700,0,700,29.922856,0.095611437,0.095828121,0.48633424,-3.574868657,-0.07316389,Barat,3.575617271129688,West,0.49568540604981326,
1052,12/11/2020,4400,1920,2345,240,900,29.90928643,0.100874571,0.095784522,0.484939116,-3.389693629,-0.985695641,Barat,3.5301018108787727,West,0.4943082245741314,
1053,12/12/2020,6340,2240,5230,120,2260,29.98856893,0.104872293,0.134630226,0.467630754,-0.569034342,-0.140675982,Barat,0.5861653472246865,West,0.4866249272688562,
1054,12/13/2020,10100,1430,2105,240,4310,29.76428879,0.112911659,0.286089229,0.415574902,0.935196386,-1.655803718,Barat,1.901651448854412,South East,0.5045290339733919,North East
1055,12/14/2020,12547,3890,7705,300,3420,29.81999843,0.125089166,0.450801979,0.309021706,4.044673029,-0.468102923,Barat,4.071670450569543,East,0.5465499419535848,North East
1056,12/15/2020,9430,3310,6730,220,4010,29.79856429,0.13943667,0.518422281,0.250556963,3.032080307,-1.466689043,Barat,3.368187604180247,South East,0.5757954959402047,North East
1057,12/16/2020,5250,2137,4403,175,2115,29.87428286,0.135611202,0.430093,0.170075295,1.416488827,-2.169623329,Barat,2.591082010812641,South East,0.4624992914787406,East
1058,12/17/2020,6500,1620,3160,120,2820,29.950714,0.138162683,0.389328991,0.215896657,5.792316543,-0.533539757,Barat,5.816837251171043,East,0.4451835910462713,North East
1059,12/18/2020,34750,12460,15360,1040,9030,29.66071436,0.150498344,0.534597096,0.20922618,6.892579657,0.67178695,Barat,6.9252402149153305,East,0.5740815703791803,East
1060,12/19/2020,9940,2820,7900,380,3240,29.6264255,0.151961109,0.571568082,0.104460499,-0.856689247,-3.106491793,Barat,3.22245368095521,South,0.5810353416208757,East
1061,12/20/2020,4220,2530,3875,190,2720,29.48357057,0.153515858,0.391770469,-0.043772263,-2.577271436,-2.0546237,Barat,3.296028914227421,South West,0.3942082081700242,East
1062,12/21/2020,10750,4330,2730,340,5005,29.7249995,0.158301415,0.302830812,-0.004228994,0.262265748,-2.539390171,Barat,2.552897523040321,South,0.30286033924373684,East
1063,12/22/2020,7240,2500,3140,0,1200,29.60071457,0.168701622,0.283473354,-0.004185395,-0.541740465,-1.949164636,Barat,2.023048568287828,South,0.28350425033730153,East
1064,12/23/2020,9530,1770,5235,120,2820,29.92428364,0.169796688,0.244758448,-0.000305187,-1.359114676,-3.134278286,Barat,3.4162688823641623,South West,0.24475863826732178,East
1065,12/24/2020,8670,1700,7380,200,3500,29.57000071,0.169485132,0.285740444,0.044469829,-0.795266422,-2.892905607,Barat,3.000225247039415,South,0.28918016361536,East
1066,12/29/2020,10140,4740,7200,540,3240,29.58428307,0.182008957,0.321229109,-0.201552956,1.331003736,-2.826202021,Barat,3.1239380289548704,South East,0.3792251765656809,South East
1067,12/30/2020,33150,13000,22285,910,14725,29.46285557,0.172058863,0.340978949,-0.162009685,3.618735414,-1.421303674,Barat,3.887846464337764,East,0.3775099756230871,South East
1068,12/31/2020,16650,3940,10740,100,5985,29.43428686,0.16503545,0.436065901,-0.163274028,3.238830093,-1.267198173,Barat,3.4779033311719467,East,0.46563062424446117,East
1069,1/2/2021,2000,750,0,0,500,29.25642614,0.158486049,0.165862849,-0.429953611,-0.380139503,-3.104524443,Barat,3.127711313232976,South,0.46083683912024237,South
1070,1/3/2021,0,0,400,0,0,29.1564245,0.158831619,0.066974766,-0.368924076,-0.259060795,-1.323687364,Barat,1.348799737959383,South,0.3749541213711466,South
1071,1/5/2021,1400,350,600,0,500,29.06285529,0.155651459,-0.037030136,-0.200009181,-1.561749449,-2.756911243,Barat,3.168536088358725,South West,0.203408218753494,South
1072,1/6/2021,0,300,100,0,0,29.11500114,0.162846364,0.013414521,-0.14203121,3.925128657,-0.666434884,Barat,3.981302604502039,East,0.1426632888577981,South
1073,1/7/2021,15370,2920,12514,110,5430,29.20285693,0.160624544,0.097823713,-0.112857991,2.775206586,-0.136444671,Barat,2.778558752882881,East,0.14935328907547518,South East
1074,1/8/2021,29932,14490,22550,280,7823,29.28285643,0.14714284,0.159241628,-0.041467587,1.653485043,-1.381119796,Barat,2.1544151592318026,South East,0.16455229217392553,East
1075,1/9/2021,20610,8115,18000,170,6540,29.51642936,0.155019879,0.172514986,-0.114471191,0.012506058,-2.058235086,Barat,2.05827307972682,South,0.20703882235836515,South East
1076,1/10/2021,26740,11290,29130,280,9110,29.75142771,0.152471863,0.093834272,-0.167158606,-1.114051206,-2.055108836,Barat,2.3376446302625493,South West,0.19169473170025622,South East
1077,1/11/2021,19050,5160,22830,170,9120,29.99142679,0.126487857,0.031388989,-0.142603544,1.100540404,-0.836495254,Barat,1.3823579459752846,South East,0.1460172571712058,South
1078,1/12/2021,15675,8120,7035,810,4925,29.44500307,0.123723606,0.205447498,-0.026789925,4.318495043,-0.718962235,Barat,4.377934002674294,East,0.20718681067086686,East
1079,1/13/2021,12345,4940,8315,100,4842,29.75142571,0.130504624,0.311596906,-0.001614929,3.016317807,0.894455595,Barat,3.1461442948873297,East,0.31160109085888626,East
1080,1/14/2021,12570,9870,7750,60,6370,29.65714157,0.130004604,0.350494918,-0.062188249,4.0794297,-2.856791393,Barat,4.980261412853844,South East,0.3559691922870752,East
1081,1/15/2021,20750,6250,20650,50,9990,29.4935695,0.130859467,0.415763777,-0.080460871,8.218075036,-1.165242798,Barat,8.300273975937015,East,0.42347782707880277,East
1082,1/16/2021,6573,6460,10180,50,3130,29.20642957,0.13085909,0.440156683,-0.110212464,7.368036771,2.49496395,Barat,7.778998069842138,East,0.4537451848896182,East
1083,1/17/2021,6710,1840,6250,0,2910,29.15071757,0.135031223,0.445216381,-0.048601843,9.251405429,0.947009935,Barat,9.299748933638982,East,0.44786132346266944,East
1084,1/18/2021,5845,1370,6328,658,1500,29.2049995,0.167825056,0.473963941,-0.081603222,3.67422985,2.518788621,Barat,4.45468978806719,North East,0.48093752526605027,East
1085,1/19/2021,750,400,300,0,500,29.33357021,0.193080814,0.314300968,-0.070011184,-1.317801907,-0.102001383,Barat,1.321743601545606,West,0.3220041371951902,East
1086,1/20/2021,720,240,3330,50,1200,29.288572,0.183188736,0.176886627,0.062208993,-4.501395007,-2.174609243,Barat,4.9991481643161535,South West,0.18750690019706254,East
1087,1/21/2021,10150,3350,16240,250,4560,29.24356943,0.208487519,0.107809896,0.207619404,-3.176875943,0.221975824,Barat,3.1846214882859503,West,0.23394185301661188,North East
1088,1/22/2021,16755,4510,23680,200,5785,29.14357007,0.202479791,0.164698773,0.251812248,-1.801860919,-2.869377464,Barat,3.3882192671565097,South West,0.3008905017951199,North East
1089,1/23/2021,14300,5400,17780,60,7850,29.08356793,0.193322311,0.260440419,0.26030065,1.498672601,-3.357566736,Barat,3.676856531288894,South East,0.36821955439563236,North East
1090,1/24/2021,10995,3735,10150,0,3990,29.05856757,0.194515737,0.476904644,0.119299614,2.484878129,-0.061548034,Barat,2.4856402548381387,East,0.4915998752739017,East
1091,1/25/2021,8660,2020,3800,0,2720,29.21214293,0.230180294,0.515275813,-0.083528699,1.553562554,-1.547703543,Barat,2.1929302009425093,South East,0.5220021139990179,East
1092,1/26/2021,13840,5850,18390,50,7780,29.09928029,0.270070001,0.439136196,-0.225865511,2.709529314,0.318594922,Barat,2.728195709209568,East,0.4938176056973278,South East
1093,1/27/2021,11330,6290,10740,130,5130,28.90999707,0.281054348,0.320547968,-0.314054574,-0.542763413,-2.613478357,Barat,2.669243571688209,South,0.44875525093223195,South East
1094,1/28/2021,19485,5024,14580,200,7630,28.86928443,0.300704282,0.158363697,-0.31759064,2.102601446,-1.462996756,Barat,2.5615019712636986,South East,0.3548843123372987,South East
1095,1/29/2021,19669,12720,24770,220,7703,28.82714193,0.289742514,0.16290569,-0.247358606,-0.939361262,-2.216086755,Barat,2.4069566024822016,South West,0.29618329425651163,South East
1096,1/30/2021,20530,8150,39225,150,8580,28.92928643,0.303106669,-0.056992506,-0.179184555,-5.035182907,-3.785439857,Barat,6.29941440277659,South West,0.18802991913710984,South
1097,1/31/2021,3040,2570,6565,0,1265,28.72785521,0.321836961,-0.15723267,-0.087755693,-2.6895854,-5.317466,Barat,5.958969230080749,South West,0.1800643611857692,South West
1098,2/1/2021,1860,1463,6810,29,1076,29.05642486,0.253121378,-0.107849248,-0.036107056,2.945572271,0.447905518,Barat,2.979432052713897,East,0.1137329318498061,West
1099,2/2/2021,300,0,1600,0,400,28.93000121,0.228300369,0.058865538,0.037687771,-0.949892861,-2.015490926,Barat,2.228115822879749,South West,0.06989649237964582,North East
1100,2/3/2021,6670,3910,5220,110,4530,29.18142493,0.187588726,0.038218015,0.00139088,-3.811399921,-3.936958043,Barat,5.479635753418396,South West,0.03824331598743269,East
1101,2/4/2021,11385,3978,4268,0,3249,28.92928864,0.173160234,0.031979359,-0.093275006,-2.256208257,-2.100224679,Barat,3.0824372501700066,South West,0.09860479778566009,South
1102,2/5/2021,22767,10116,18913,250,8233,28.81214029,0.172725505,-0.020064778,-0.059311199,-0.486432107,-1.640360869,Barat,1.710964632967875,South,0.06261320661814794,South
1103,2/6/2021,20240,7910,24560,650,7600,28.92428607,0.171997866,-0.001646029,-0.015928271,-3.059982086,-2.329577168,Barat,3.845831528851441,South West,0.01601309553204133,South
1104,2/7/2021,7210,1280,11660,0,3660,28.99571221,0.171020345,0.004653683,0.076346834,2.434661179,-0.965239889,Barat,2.6190194920707257,East,0.07648853395959453,
1105,2/8/2021,20447,8022,9538,0,10923,28.97000129,0.175798029,0.19815393,0.083584143,4.090984229,0.721026309,Barat,4.154037903076582,East,0.2150611283693298,North East
1106,2/9/2021,6679,1660,14873,310,2468,29.00642829,0.175354961,0.290609356,0.030663166,0.031662892,-0.724756679,Barat,0.7254479874428715,South,0.2922225650833253,East
1107,2/10/2021,5350,3680,18935,130,4289,29.29714107,0.171384453,0.15765368,-0.103842495,-1.660695464,-0.343805196,Barat,1.6959102089871307,West,0.18878015410886662,South East
1108,2/11/2021,16316,6530,16371,110,8003,29.58428536,0.151507621,-0.002927546,-0.12677384,-0.0453132,-0.503866829,Barat,0.5059002544580851,South,0.12680763791636415,South
